"people_id","people_name","people_birthday","people_deathday","people_gender"
5471,"Naveen Andrews",1969-01-17,NA,2
2239,"Anthony Minghella",1954-01-06,2008-03-18,2
20982,"Marton Csokas",1966-06-30,NA,2
56734,"Chloë Grace Moretz",1997-02-10,NA,1
35029,"David Harbour",1974-04-10,NA,2
58754,"Haley Bennett",1988-01-07,NA,1
448,"Hilary Swank",1974-07-30,NA,1
2838,"Chloë Sevigny",1974-11-18,NA,1
133,"Peter Sarsgaard",1971-03-07,NA,2
2839,"Brendan Sexton III",1980-02-21,NA,2
1346644,"Alicia Goranson",1974-06-22,NA,0
2836,"Kimberly Peirce",1967-09-08,NA,1
2837,"Andy Bienen",NA,NA,2
32987,"Sam Riley",1980-01-08,NA,2
2206,"Samantha Morton",1977-05-13,NA,1
5644,"Alexandra Maria Lara",1978-11-12,NA,1
29234,"Joe Anderson",1982-03-26,NA,2
45049,"James Anthony Pearson",NA,NA,2
45052,"Anton Corbijn",1955-05-20,NA,2
45053,"Matt Greenhalgh",NA,NA,2
35013,"David Oyelowo",1976-04-01,NA,2
37158,"Carmen Ejogo",1974-01-01,NA,1
3129,"Tim Roth",1961-05-14,NA,2
13309,"Oprah Winfrey",1954-01-29,NA,1
194586,"Paul Webb",NA,NA,0
929825,"Ava DuVernay",1972-08-24,NA,1
76512,"Jason Clarke",1969-07-17,NA,2
131,"Jake Gyllenhaal",1980-12-19,NA,2
16861,"John Hawkes",1959-09-11,NA,2
67813,"Baltasar Kormákur",1966-02-27,NA,2
2157,"Robin Williams",1951-07-21,2014-08-11,2
11960,"Tung Thanh Tran",NA,NA,0
11961,"Chintara Sukapatana",1965-01-22,NA,0
9257,"Bruno Kirby",1949-04-28,2006-08-14,2
8246,"Barry Levinson",1942-04-06,NA,2
11956,"Mitch Markowitz",NA,NA,2
500,"Tom Cruise",1962-07-03,NA,2
3124,"Valeria Golino",1966-10-22,NA,1
2211,"Gerald R. Molen",1935-01-06,NA,2
5145,"Jack Murdock",1922-10-28,2001-04-27,2
5144,"Ronald Bass",1942-03-26,NA,2
5143,"Barry Morrow",1948-06-12,NA,2
4724,"Kevin Bacon",1958-07-08,NA,2
12261,"Jason Patric",1966-06-17,NA,2
12260,"Ron Eldard",1965-02-20,NA,2
15556,"Rebecca Hall",1982-05-03,NA,1
59175,"Blake Lively",1987-08-25,NA,1
39386,"Aaron Stockard",NA,NA,2
1903,"Alan Arkin",1934-03-26,NA,2
59233,"Scoot McNairy",1977-11-11,NA,2
131680,"Chris Terrio",1976-12-31,NA,2
7399,"Ben Stiller",1965-11-30,NA,2
41091,"Kristen Wiig",1973-08-22,NA,1
10872,"Patton Oswalt",1969-01-27,NA,2
4090,"Shirley MacLaine",1934-04-24,NA,1
36801,"Adam Scott",1973-04-03,NA,2
38673,"Channing Tatum",1980-04-26,NA,2
13333,"Vanessa Redgrave",1937-01-30,NA,1
5345,"Bennett Miller",1966-12-30,NA,2
68928,"E. Max Frye",NA,NA,2
5346,"Dan Futterman",1967-06-08,NA,2
37946,"Aitana Sánchez-Gijón",1968-11-05,NA,1
36900,"John Sharian",NA,NA,2
11086,"Michael Ironside",1950-02-12,NA,2
37948,"Brad Anderson",1964-01-01,NA,2
37949,"Scott Kosar",NA,NA,2
4587,"Halle Berry",1966-08-14,NA,1
17140,"Abigail Breslin",1996-04-14,NA,1
9779,"Morris Chestnut",1969-01-01,NA,2
67979,"Michael Eklund",1962-07-31,NA,2
226501,"David Otunga",NA,NA,2
57524,"Richard D'Ovidio",NA,NA,2
3967,"Kate Beckinsale",1973-07-26,NA,1
38941,"Jim Sturgess",1978-05-16,NA,2
11207,"David Thewlis",1963-03-20,NA,2
2039,"Brendan Gleeson",1955-03-29,NA,2
2282,"Ben Kingsley",1943-12-31,NA,2
134252,"Joe Gangemi",NA,NA,2
738,"Sean Connery",1930-08-25,NA,2
1270,"Charles Martin Smith",1953-10-30,NA,2
1150,"Brian De Palma",1940-09-11,NA,2
1255,"David Mamet",1947-11-30,NA,2
1639,"Emily Watson",1967-01-14,NA,1
1153024,"Nico Liersch",2000-07-17,NA,2
224167,"Ben Schnetzer",1990-02-08,NA,2
126945,"Brian Percival",1962-01-01,NA,2
61239,"Michael Petroni",NA,NA,2
9045,"Stephen Baldwin",1966-05-12,NA,2
5168,"Gabriel Byrne",1950-05-12,NA,2
9046,"Chazz Palminteri",1952-05-15,NA,2
7166,"Kevin Pollak",1957-10-30,NA,2
9032,"Bryan Singer",1965-09-17,NA,2
9033,"Christopher McQuarrie",1968-01-01,NA,2
17288,"Michael Fassbender",1977-04-02,NA,2
11092,"Simon Kinberg",1973-08-02,NA,2
417,"Ginnifer Goodwin",1978-05-22,NA,1
23532,"Jason Bateman",1969-01-14,NA,2
446511,"Shakira",1977-02-02,NA,1
76595,"Byron Howard",1968-12-26,NA,2
165787,"Rich Moore",1963-05-10,NA,2
567562,"Phil Johnston",NA,NA,2
36586,"Paulina Gaita´n",1992-02-19,NA,1
87263,"Edgar Flores",NA,NA,2
87264,"Kristyan Ferrer",1995-02-14,NA,2
87266,"Diana García",1982-01-16,NA,1
91251,"Luis Fernando Peña",1982-09-27,NA,2
87257,"Cary Joji Fukunaga",1977-07-10,NA,2
87915,"Gijs Scholten van Aschat",NA,NA,2
46461,"Jacob Derwig",1969-07-15,NA,2
87345,"Rifka Lodeizen",1972-10-16,NA,1
1532222,"Zeb Troostwijk",NA,NA,0
1077771,"Juda Goslinga",1971-01-01,NA,2
54874,"Joram Lürsen",1963-08-11,NA,2
56024,"Jean Dujardin",1972-06-19,NA,2
67532,"Mélanie Doutey",1978-11-22,NA,1
1002647,"Cédric Jimenez",1976-06-26,NA,2
1017274,"Audrey Diwan",NA,NA,0
17521,"Kelly Reilly",1977-07-18,NA,1
17523,"Cristina Brondo",1977-01-16,NA,1
19996,"Kevin Bishop",1980-06-18,NA,2
65345,"Sandrine Holt",1972-11-19,NA,1
35,"Sally Field",1946-11-06,NA,1
7420,"Harvey Fierstein",1952-06-06,NA,2
11715,"Polly Holliday",1937-07-02,NA,1
10965,"Chris Columbus",1958-09-10,NA,2
11707,"Randi Mayem Singer",NA,NA,1
11708,"Leslie Dixon",NA,NA,1
10989,"Rupert Grint",1988-08-24,NA,2
10990,"Emma Watson",1990-04-15,NA,1
194,"Richard Harris",1930-10-01,2002-10-25,2
10967,"Steve Kloves",1960-03-18,NA,2
534,"Mark Boone Junior",1955-03-17,NA,2
537,"Stephen Tobolowsky",1951-05-30,NA,2
527,"Jonathan Nolan",1976-06-06,NA,2
1158,"Al Pacino",1940-04-25,NA,2
16307,"Maura Tierney",1965-02-03,NA,1
42993,"Martin Donovan",1957-08-19,NA,2
944480,"Hillary Seitz",NA,NA,0
3895,"Michael Caine",1933-03-14,NA,2
1245,"Scarlett Johansson",1984-11-22,NA,1
27578,"Ellen Page",1987-02-21,NA,1
3899,"Ken Watanabe",1959-10-21,NA,2
1893,"Casey Affleck",1975-08-12,NA,2
4784,"Laura Dern",1967-02-10,NA,1
64025,"T.J. Lowther",1986-05-17,NA,2
54040,"John Lee Hancock",1956-12-15,NA,2
6907,"Annie Corley",NA,NA,1
10379,"Victor Slezak",1957-07-30,NA,2
10380,"Jim Haynie",1940-02-06,NA,2
450,"Mike Colter",1976-08-26,NA,2
33515,"Kazunari Ninomiya",1983-06-17,NA,2
33516,"Tsuyoshi Ihara",1963-11-06,NA,2
72202,"Shidou Nakamura",1972-09-14,NA,2
33514,"Iris Yamashita",NA,NA,0
52886,"Jeffrey Donovan",1968-05-11,NA,2
25879,"Geoff Pierson",1949-06-16,NA,2
39388,"Amy Ryan",1969-11-30,NA,1
33045,"J. Michael Straczynski",1954-07-17,NA,2
85924,"Vincent Piazza",1976-05-25,NA,2
526727,"Freya Tingley",1994-03-26,NA,1
65395,"James Madio",1975-11-22,NA,2
9996,"Sean Whalen",1964-05-19,NA,2
1274515,"Rick Elice",NA,NA,0
10439,"Marshall Brickman",1941-08-25,NA,2
59219,"Kyle Gallner",1986-10-22,NA,0
1530518,"Cole Konis",NA,NA,0
163139,"Ben Reed",1965-01-05,NA,2
102089,"Jason Hall",NA,NA,2
1462203,"Scott McEwen",NA,NA,0
1171441,"Chris Kyle",NA,NA,0
1701954,"Jim DeFelice",NA,NA,2
1108907,"Nick Robinson",1995-03-22,NA,2
67802,"Rick Jaffa",1989-06-29,NA,2
67803,"Amanda Silver",NA,NA,1
930707,"Colin Trevorrow",1976-09-13,NA,2
1020013,"Derek Connolly",NA,NA,2
69310,"Ricardo Darín",1957-01-16,NA,2
19803,"Leonardo Sbaraglia",1970-06-30,NA,2
3618,"Darío Grandinetti",1959-03-05,NA,2
141455,"Érica Rivas",1974-12-01,NA,1
114811,"Nancy Dupláa",1969-12-03,NA,1
591600,"Damián Szifrón",1975-07-09,NA,0
781,"Paul Reiser",1957-03-30,NA,2
129104,"Melissa Benoist",1988-10-04,NA,1
970216,"Austin Stowell",1984-12-24,NA,2
2053,"Bill Paxton",1955-05-17,2017-02-25,2
97604,"Kevin Rahm",1971-01-07,NA,2
64,"Gary Oldman",1958-03-21,NA,2
87722,"Noomi Rapace",1979-12-28,NA,1
57012,"Fares Fares",1973-04-29,NA,2
125738,"Daniel Espinosa",1977-03-23,NA,2
2989,"Richard Price",1949-10-12,NA,0
17258,"Kerry Fox",1966-07-30,NA,1
25136,"Ken Stott",1957-10-19,NA,2
20056,"Keith Allen",1953-06-02,NA,2
9015,"Kelly Macdonald",1976-02-23,NA,1
8998,"Irvine Welsh",NA,NA,2
6432,"Sean Gullette",1968-06-04,NA,2
6437,"Ben Shenkman",1968-09-26,NA,2
6439,"Samia Shoaib",NA,NA,1
177560,"Pamela Hart",NA,NA,0
6433,"Eric Watson",NA,NA,2
3063,"Tilda Swinton",1960-11-05,NA,1
19163,"Virginie Ledoyen",1976-11-15,NA,1
19867,"Staffan Kihlbom",1964-01-23,NA,0
76792,"Freida Pinto",1984-10-18,NA,1
72118,"Anil Kapoor",1956-12-24,NA,2
72119,"Mia Drake Inderbitzin",NA,NA,0
76789,"Saurabh Shukla",NA,NA,2
6508,"Loveleen Tandan",NA,NA,0
5916,"Rosario Dawson",1979-05-09,NA,1
219737,"Matt Cross",NA,NA,0
165424,"Danny Sapani",1970-11-15,NA,2
190341,"Joe Ahearne",1963-11-23,NA,2
19274,"Seth Rogen",1982-04-15,NA,2
8447,"Jeff Daniels",1955-02-19,NA,2
9562,"Marlon Wayans",1972-07-23,NA,2
9535,"Hubert Selby Jr.",1928-07-23,2004-04-26,2
1920,"Winona Ryder",1971-10-29,NA,1
18973,"Mila Kunis",1983-08-14,NA,1
1116095,"Niko Tavernise",NA,NA,2
76511,"Natalie Martinez",1984-07-12,NA,1
19769,"David Ayer",1968-01-18,NA,2
33235,"Logan Lerman",1992-01-19,NA,2
4512,"James Woods",1947-04-18,NA,2
12482,"Sonja Smits",1958-09-08,NA,1
102,"Debbie Harry",1945-07-01,NA,1
12483,"Peter Dvorsky",NA,NA,2
12485,"Jack Creley",1926-03-06,2004-03-10,2
224,"David Cronenberg",1943-03-15,NA,2
110,"Viggo Mortensen",1958-10-20,NA,2
49,"Maria Bello",1967-04-18,NA,1
226,"Heidi Hayes",NA,NA,0
225,"Ashton Holmes",1978-02-17,NA,2
227,"William Hurt",1950-03-20,NA,2
305,"Josh Olson",NA,NA,0
12647,"Armin Mueller-Stahl",1930-12-17,NA,2
11281,"Sinéad Cusack",1948-02-18,NA,1
23227,"Steven Knight",1959-01-01,NA,2
42994,"David Dobkin",1969-06-23,NA,2
74315,"Nick Schenk",NA,NA,0
17764,"Charles S. Dutton",1951-01-30,NA,2
4391,"Charles Dance",1946-10-10,NA,2
53916,"Ralph Brown",1957-06-18,NA,2
7467,"David Fincher",1962-08-28,NA,2
915,"David Giler",NA,NA,2
1723,"Walter Hill",1942-01-10,NA,2
912,"Larry Ferguson",1940-03-19,NA,2
7470,"Meat Loaf",1947-09-27,NA,2
7469,"Jim Uhls",1957-03-25,NA,2
11085,"Anthony Edwards",1962-07-19,NA,2
1248,"Brian Cox",1946-06-01,NA,2
20204,"James Vanderbilt",NA,NA,2
44735,"Jesse Eisenberg",1983-10-05,NA,2
12111,"Justin Timberlake",1981-01-31,NA,2
53807,"Armie Hammer",1986-08-28,NA,2
2978,"Max Minghella",1985-09-16,NA,2
55466,"James Corden",1978-06-17,NA,2
237020,"Alexandra Roach",1987-01-01,NA,1
477,"Julie Walters",1950-02-22,NA,1
17782,"Colm Meaney",1953-05-30,NA,2
62932,"Jemima Rooper",1981-10-24,NA,1
52599,"Justin Zackham",NA,NA,2
51976,"D.J. Cotrona",1980-05-23,NA,2
88995,"Adrianne Palicki",1983-05-06,NA,1
62,"Bruce Willis",1955-03-19,NA,2
11007,"Ray Park",1974-08-23,NA,2
7932,"Rhett Reese",NA,NA,2
91269,"Paul Wernick",NA,NA,2
54507,"Jon M. Chu",1979-11-02,NA,2
5049,"John Hurt",1940-01-22,2017-01-25,2
10774,"Anne Bancroft",1931-09-17,2005-06-06,1
11857,"John Gielgud",1904-04-14,2000-05-21,2
13325,"Wendy Hiller",1912-08-15,2003-05-14,1
5602,"David Lynch",1946-01-20,NA,2
32478,"Christopher De Vore",NA,NA,0
32477,"Eric Bergren",NA,NA,0
6588,"Isabella Rossellini",1952-06-18,NA,1
6677,"Kyle MacLachlan",1959-02-22,NA,2
2778,"Dennis Hopper",1936-05-17,2010-05-29,2
3382,"Hope Lange",1933-11-28,2003-12-19,1
1415263,"Mickey O'Keefe",NA,NA,0
17883,"David O. Russell",1958-08-20,NA,2
86525,"Paul Tamasy",NA,NA,2
132983,"Eric Johnson",NA,NA,2
67837,"Jacki Weaver",1947-05-25,NA,1
66,"Chris Tucker",1971-08-31,NA,2
10993,"Tom Felton",1987-09-22,NA,2
5658,"Michael Gambon",1940-10-19,NA,2
88592,"Maxim Gaudette",1974-06-08,NA,2
32890,"Sébastien Huberdeau",1979-01-01,NA,2
81418,"Karine Vanasse",1983-11-24,NA,1
461309,"Evelyne Brochu",1983-01-01,NA,1
198715,"Martin Watier",1973-10-25,NA,0
1273920,"Eric Leca",NA,NA,0
1020750,"Jacques Davidts",NA,NA,0
77498,"Lubna Azabal",1973-01-01,NA,1
84573,"Mélissa Désormeaux-Poulin",1981-01-01,NA,1
38526,"Rémy Girard",1950-08-10,NA,2
196737,"Allen Altman",NA,NA,2
1124448,"Wajdi Mouawad",NA,NA,0
935990,"Aaron Guzikowski",NA,NA,2
190895,"Sarah Gadon",1987-04-04,NA,1
5925,"Joshua Peace",1965-12-04,NA,2
77125,"Javier Gullón",NA,NA,0
5081,"Emily Blunt",1983-02-23,NA,1
8536,"Victor Garber",1949-03-16,NA,2
27755,"Melissa George",1976-08-06,NA,1
62754,"Emma Lung",1982-01-14,NA,1
77767,"Rachael Carpani",1980-08-24,NA,1
76068,"Michael Dorman",1981-04-26,NA,2
41041,"Christopher Smith",1970-08-16,NA,2
119224,"Jonas Armstrong",1981-01-01,NA,0
11694,"Doug Liman",1965-07-24,NA,2
21339,"Jez Butterworth",1969-01-01,NA,2
120254,"John-Henry Butterworth",NA,NA,2
6807,"Sam Rockwell",1968-11-05,NA,2
115146,"Dominique McElligott",1986-03-05,NA,1
115147,"Rosie Shaw",NA,NA,0
115149,"Adrienne Shaw",NA,NA,0
89287,"Nathan Parker",NA,NA,0
82417,"Russell Peters",1970-09-29,NA,2
83874,"Michael Arden",1982-10-06,NA,2
58709,"Ben Ripley",NA,NA,2
20030,"Jacques Perrin",1941-07-13,NA,2
27643,"Marco Leonardi",1971-11-14,NA,2
68635,"Salvatore Cascio",1979-11-08,NA,2
120152,"Agnese Nano",1965-11-05,NA,1
65314,"Giuseppe Tornatore",1956-05-27,NA,2
4756,"Matthew Broderick",1962-03-21,NA,2
2130,"Cary Elwes",1962-10-26,NA,2
58426,"Jihmi Kennedy",1956-01-01,NA,2
9181,"Edward Zwick",1952-10-08,NA,2
7781,"Kevin Jarre",NA,2011-04-03,2
18992,"Aidan Quinn",1959-03-08,NA,2
15887,"Julia Ormond",1965-01-04,NA,1
9976,"Henry Thomas",1971-09-09,NA,2
37427,"Susan Shilliday",NA,NA,1
21864,"William D. Wittliff",NA,NA,2
7676,"William Atherton",1947-07-30,NA,2
9186,"Chad Lindberg",1976-11-01,NA,2
9188,"Billy Connolly",1942-11-24,NA,2
932,"John Logan",1961-09-24,NA,2
9182,"Marshall Herskovitz",1952-02-23,NA,2
2219,"Tobey Maguire",1975-06-27,NA,2
4888,"Lily Rabe",1982-06-29,NA,1
23626,"Liev Schreiber",1967-10-04,NA,2
17786,"Stephen J. Rivele",NA,NA,2
17785,"Christopher Wilkinson",1950-03-29,NA,2
2749,"James Dean",1931-02-08,1955-09-30,2
2750,"Julie Harris",1925-12-02,2013-08-24,1
2669,"Raymond Massey",1896-08-30,1983-07-29,2
2751,"Richard Davalos",1930-11-05,2016-03-08,2
2752,"Jo Van Fleet",1914-12-30,1996-06-10,1
2746,"Elia Kazan",1909-09-07,2003-09-28,2
2747,"John Steinbeck",1902-02-27,1968-12-20,2
2748,"Paul Osborn",1901-09-04,1988-05-12,2
2880,"Emilio Estevez",1962-05-12,NA,2
13549,"Deborah Kara Unger",1964-03-31,NA,1
31387,"Yorick van Wageningen",1964-04-16,NA,2
34715,"James Nesbitt",1965-01-15,NA,2
1047946,"Jack Hitt",NA,NA,0
3663,"Jerry Lewis",1926-03-16,2017-08-20,2
6450,"Faye Dunaway",1941-01-14,NA,1
3127,"Lili Taylor",1967-02-20,NA,1
22461,"Vincent Gallo",1961-04-11,NA,2
15254,"Emir Kusturica",1954-11-24,NA,2
67910,"David Atkins",NA,NA,2
1437681,"Rod Paradot",1996-04-04,NA,2
50,"Catherine Deneuve",1943-10-22,NA,1
17074,"Sara Forestier",1986-10-04,NA,1
1363549,"Diane Rouxel",NA,NA,0
40302,"Marcia Romano",NA,NA,0
18976,"Ashton Kutcher",1978-02-07,NA,2
4766,"Melora Walters",1960-10-21,NA,1
20189,"Amy Smart",1976-03-26,NA,1
20220,"Elden Henson",1977-08-30,NA,2
10128,"William Lee Scott",1973-07-06,NA,2
20218,"Eric Bress",NA,NA,2
20219,"J. Mackye Gruber",NA,NA,2
1352046,"Louane Emera",1996-11-26,NA,1
24041,"François Damiens",1973-01-17,NA,2
24465,"Eric Elmosnino",1964-05-02,NA,2
544666,"Roxane Duran",1993-01-27,NA,1
85340,"Eric Lartigau",1964-06-20,NA,2
19074,"Stanislas Carré de Malberg",NA,NA,0
1526756,"Victoria Bedos",1984-04-28,NA,1
16927,"Gérard Depardieu",1948-12-27,NA,2
70182,"Anne Brochet",1966-11-22,NA,1
24683,"Jacques Weber",1949-08-23,NA,2
81821,"Sandrine Kiberlain",1968-02-25,NA,1
25950,"Jean-Paul Rappeneau",1932-04-08,NA,2
9747,"Jean-Claude Carrière",1931-09-17,NA,0
1371398,"O'Shea Jackson Jr.",1991-02-24,NA,2
1154054,"Corey Hawkins",1988-10-22,NA,2
1115984,"Jason Mitchell",1987-01-01,NA,2
55091,"Neil Brown Jr.",1980-06-19,NA,0
83860,"Aldis Hodge",1986-09-20,NA,2
37932,"F. Gary Gray",1969-07-17,NA,2
989235,"Andrea Berloff",NA,NA,0
211197,"Jonathan Herman",NA,NA,0
82423,"Veerle Baetens",1978-01-24,NA,0
115742,"Johan Heldenbergh",NA,NA,0
1106961,"Nell Cattrysse",NA,NA,0
220295,"Geert Van Rampelberg",1975-01-01,NA,2
1106962,"Nils De Caster",NA,NA,0
239672,"Felix van Groeningen",1977-11-01,NA,2
221028,"Carl Joos",NA,NA,2
8595,"Alexandre Rodrigues",1983-01-01,NA,2
8596,"Leandro Firmino",1978-06-23,NA,2
8597,"Phellipe Haagensen",1984-01-01,NA,2
8598,"Douglas Silva",1989-09-27,NA,2
8599,"Jonathan Haagensen",1983-02-23,NA,2
8557,"Fernando Meirelles",1955-11-09,NA,2
8560,"Paulo Lins",1958-01-01,NA,2
8561,"Bráulio Mantovani",NA,NA,2
3092,"Diane Keaton",1946-01-05,NA,1
3096,"John Cazale",1935-08-12,1978-03-12,2
1776,"Francis Ford Coppola",1939-04-07,NA,2
3083,"Mario Puzo",1920-10-15,1999-07-02,2
3094,"Talia Shire",1946-04-25,NA,1
20766,"Richard E. Grant",1957-05-05,NA,2
10295,"James V. Hart",1960-01-01,NA,2
8602,"Alice Braga",1983-04-15,NA,1
49918,"Charlie Tahan",1997-01-01,NA,2
53918,"Salli Richardson-Whitfield",1967-11-23,NA,1
49920,"Willow Smith",2000-10-31,NA,1
6854,"Mark Protosevich",1961-08-24,NA,2
5575,"Akiva Goldsman",1962-07-07,NA,2
15666,"Victor Jory",1902-11-23,1982-02-12,2
14062,"Don Gordon",1926-11-13,2017-04-24,2
2516,"Anthony Zerbe",1936-05-20,NA,2
13265,"Franklin J. Schaffner",1920-05-30,1989-07-02,2
11993,"Dalton Trumbo",1905-12-09,1976-09-10,2
10931,"Lorenzo Semple Jr.",1923-03-27,2014-03-28,2
976,"Jason Statham",1967-07-26,NA,2
17051,"James Franco",1978-04-19,NA,2
1109976,"Izabela Vidovic",2001-05-27,NA,1
58168,"Rachelle Lefevre",1979-02-01,NA,1
5501,"Gary Fleder",1965-12-19,NA,2
16483,"Sylvester Stallone",1946-07-06,NA,2
23964,"Gary Ross",1956-11-03,NA,2
21807,"Billy Ray",1971-09-21,NA,2
189111,"Suzanne Collins",1962-08-10,NA,0
28782,"Monica Bellucci",1964-09-30,NA,1
14610,"Jo Prestia",1960-06-05,NA,2
5444,"Philippe Nahon",1938-12-24,NA,2
14597,"Gaspar Noé",1963-12-27,NA,2
112741,"Nathaniel Brown",1988-05-20,NA,2
59882,"Paz de la Huerta",1984-09-03,NA,1
112745,"Cyril Roy",NA,NA,2
545627,"Masato Tanno",NA,NA,0
112743,"Jesse Kuhn",NA,NA,2
38940,"Evan Rachel Wood",1987-09-07,NA,1
64817,"Beau Willimon",NA,NA,2
31511,"Grant Heslov",1963-05-15,NA,2
27752,"Bruce Spence",1945-09-17,NA,2
47461,"Michael Preston",1938-05-14,NA,2
121417,"Max Phipps",1939-11-18,2000-08-06,0
26491,"Vernon Wells",1945-12-31,NA,2
20629,"George Miller",1945-03-03,NA,2
11452,"Terry Hayes",1951-10-08,NA,2
55992,"Brian Hannant",1940-02-13,NA,2
3292,"Nicholas Hoult",1989-12-07,NA,2
26060,"Hugh Keays-Byrne",1947-05-18,NA,2
1056053,"Josh Helman",1986-02-22,NA,2
1027146,"Nick Lathouris",NA,NA,2
1468313,"Brendan McCarthy",NA,NA,2
1470255,"Jesuthasan Antonythasan",1967-01-01,NA,0
1470256,"Kalieaswari Srinivasan",NA,NA,0
1470257,"Claudine Vinasithamby",NA,NA,0
54233,"Vincent Rottiers",1986-06-17,NA,2
1012123,"Faouzi Bensaïdi",NA,NA,0
1169243,"Noé Debré",NA,NA,0
9777,"Cuba Gooding Jr.",1968-01-02,NA,2
53923,"Aunjanue Ellis",1969-02-21,NA,1
69144,"Scott Marshall Smith",1969-01-17,NA,2
17289,"Rodrigo Santoro",1975-08-22,NA,2
39545,"Robert Taylor",1963-01-01,NA,2
29512,"Gerald McRaney",1947-08-19,NA,2
56411,"Glenn Ficarra",1971-05-27,NA,2
56412,"John Requa",1967-01-01,NA,2
22227,"Christopher Meloni",1961-04-02,NA,2
79795,"Shiloh Fernandez",1985-02-26,NA,2
109560,"Gabourey Sidibe",1983-05-06,NA,1
19224,"Gregg Araki",1959-12-17,NA,2
11064,"David Strathairn",1949-01-26,NA,2
6368,"Embeth Davidtz",1965-08-11,NA,1
29378,"Daniel Pyne",NA,NA,2
48137,"Glenn Gers",NA,NA,2
17812,"Gregory Hoblit",1944-11-27,NA,2
33161,"François Cluzet",1955-09-21,NA,2
8791,"Marie-Josée Croze",1970-02-23,NA,1
7693,"François Berléand",1952-04-22,NA,2
6613,"Minnie Driver",1970-01-31,NA,1
5216,"Gus Van Sant",1952-07-24,NA,2
973,"Jason Flemyng",1966-09-25,NA,2
975,"Nick Moran",1969-12-23,NA,2
980,"Vinnie Jones",1965-01-05,NA,2
53714,"Rachel McAdams",1978-11-17,NA,1
2983,"Mark Strong",1963-08-05,NA,2
71244,"Anthony Peckham",NA,NA,2
112689,"Michael Robert Johnson",NA,NA,2
73968,"Henry Cavill",1983-05-05,NA,2
1133349,"Elizabeth Debicki",1990-08-24,NA,1
90325,"Luca Calvani",1974-08-07,NA,0
1533,"Andie MacDowell",1958-04-21,NA,1
1534,"Chris Elliott",1960-05-31,NA,2
1535,"Brian Doyle-Murray",1945-10-31,NA,2
1524,"Harold Ramis",1944-11-21,2014-02-24,2
1526,"Danny Rubin",NA,NA,2
70046,"Shûichirô Moriyama",NA,NA,0
70047,"Tokiko Katô",NA,NA,0
70048,"Sanshi Katsura",NA,NA,0
20334,"Tsunehiko Kamijô",1940-03-07,NA,2
90133,"Akemi Okamura",1969-03-12,NA,0
608,"Hayao Miyazaki",1941-01-05,NA,2
622,"Yoji Matsuda",NA,NA,0
20330,"Yuriko Ishida",1969-10-03,NA,1
20331,"Yuko Tanaka",1955-04-29,NA,1
20332,"Kaoru Kobayashi",1951-09-04,NA,2
20333,"Masahiko Nishimura",1960-12-12,NA,2
19587,"Rumi Hiiragi",1987-08-01,NA,0
19588,"Miyu Irino",1988-02-19,NA,2
19589,"Mari Natsuki",1952-05-02,NA,1
119243,"Bunta Sugawara",1933-08-16,2014-11-28,2
19594,"Yumi Tamai",NA,NA,0
62892,"Anatole Taubman",1970-12-23,NA,2
36324,"Martin Glade",1972-01-01,NA,2
1192096,"Kathrin Kühnel",1977-01-10,NA,0
1472849,"Stefan Lochau",1960-01-01,NA,2
71390,"Manuel Cortez",1979-05-24,NA,2
60351,"Roman Kuhn",NA,NA,0
1317412,"Regine Bielefeldt",NA,NA,0
1115687,"Aki Asakura",1991-09-23,NA,1
120690,"Kengo Kora",1987-11-12,NA,2
70627,"Nobuko Miyamoto",1945-03-27,NA,1
90570,"Atsuko Takahata",NA,NA,1
148286,"Tomoko Tabata",1980-12-26,NA,1
1129392,"Riko Sakaguchi",NA,NA,1
9278,"Jennifer Garner",1972-04-17,NA,1
11824,"Tom Welling",1977-04-26,NA,2
16431,"Sam Elliott",1944-08-09,NA,2
53256,"Terry Crews",1968-07-30,NA,2
8858,"Ivan Reitman",1946-10-27,NA,2
1274505,"Scott Rothman",NA,NA,0
1274506,"Rajiv Joseph",NA,NA,2
13,"Albert Brooks",1947-07-22,NA,2
78050,"Elyes Gabel",1983-05-08,NA,2
8691,"Zoe Saldana",1978-06-19,NA,1
1372,"Karl Urban",1972-06-07,NA,2
11108,"Simon Pegg",1970-02-14,NA,2
15345,"Alex Kurtzman",1973-09-07,NA,2
28974,"Damon Lindelof",1973-04-24,NA,2
15346,"Roberto Orci",1973-07-20,NA,2
15344,"J.J. Abrams",1966-06-27,NA,2
8844,"Lawrence Kasdan",1949-01-14,NA,2
8167,"Paul Walker",1973-09-12,2013-11-30,2
17647,"Michelle Rodriguez",1978-07-12,NA,1
8169,"Tyrese Gibson",1978-12-30,NA,2
58191,"Chris Morgan",NA,NA,2
2127,"James Wan",1977-02-27,NA,2
5763,"Jacques Tati",1907-10-09,1982-11-04,2
67960,"Barbara Dennek",NA,NA,1
18242,"Rita Maiden",NA,NA,1
39145,"France Rumilly",1939-05-01,NA,1
1921077,"France Delahalle",NA,NA,1
5774,"Jacques Lagrange",NA,NA,0
67961,"Art Buchwald",1925-10-20,2007-01-17,0
2712,"Michael Biehn",1956-07-31,NA,2
2714,"Lance Henriksen",1940-05-05,NA,2
10206,"Carrie Henn",1976-05-07,NA,1
2710,"James Cameron",1954-08-16,NA,2
32747,"Stephen Lang",1952-07-11,NA,2
